PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM	
J	Cervesi, Chiara; Battistutta, Sara; Martelossi, Stefano; Ronfani, Luca; Ventura, Alessandro				Ronfani, Luca/B-6668-2013	Ronfani, Luca/0000-0001-5710-3914			Health Priorities in Adolescents With Inflammatory Bowel Disease: Physicians' Versus Patients' Perspectives								JOURNAL OF PEDIATRIC GASTROENTEROLOGY AND NUTRITION				57	1			39	42		10.1097/MPG.0b013e31828b5fd4			JUL 2013	2013	Objectives:Adolescence is a tough age for patients with inflammatory bowel disease (IBD) because they transition from child to adult medicine. Although a better understanding of the experience of illness and therefore a better response to the patient's needs have often been stressed, no studies have yet investigated the paediatricians' insight into their IBD adolescent patients.Methods:A group of adolescents (ages 12-19) diagnosed as having IBD was administered a questionnaire listing 22 items of concern. They were asked to rank each item on a 5-point scale according to the degree of effect on the quality of their everyday life. The same questionnaire was administered to a group of paediatricians experienced in treating IBD and to a group of paediatric residents. Paediatricians and residents were asked to estimate how much each item would affect the quality of an average patient's life, according to the same scale. The questionnaire was also used in a face-to-face approach, asking a paediatrician to apply the estimation to an individual patient, instead of an average imaginary one.Results:Fifteen paediatric gastroenterologists, 11 paediatric residents, and 28 patients (female:male=16:12; median age 16.3 years) took part in the study. The majority of patients experienced Crohn disease (17 vs 11 with ulcerative colitis). We found only 6 items overlapping when comparing the top 10 items ranked by patients and paediatricians. The patients' number 1 concern occupies the ninth position in the paediatricians' list. The number 1 item for paediatricians is not even mentioned in the patients' top 10 list. Overall, both paediatricians' and residents' rankings were significantly higher than those given by patients.Conclusions:We found a significant misalignment in the estimation of health concerns between IBD adolescent patients and their paediatricians. A better insight into IBD patients' worries and concerns is crucial for the improvement of the patient's quality of life and disease outcome.									1	0	1	0	1	0277-2116		WOS:000326744500017	23403446	
J	Camilletti, Fabio								Italian Romanticism and Europe. Fantasy and reality in the universal imaginary								RASSEGNA DELLA LETTERATURA ITALIANA				117	2			690	692					JUL-DEC 2013	2013										0	0	0	0	0	0033-9423		WOS:000332917000103		
J	Pietrucci, Chiara								The imaginary geography								RASSEGNA DELLA LETTERATURA ITALIANA				117	2			754	756					JUL-DEC 2013	2013										0	0	0	0	0	0033-9423		WOS:000332917000149		
J	Pint, Kris								Bachelard's House Revisited: Toward a New Poetics of Space								INTERIORS-DESIGN ARCHITECTURE CULTURE				4	2			109	123		10.2752/204191213X13693260150263			JUL 2013	2013	In this article, I want to reassess Bachelard's "topoanalysis," a concept the French philosopher introduced in his La poetique de l'espace (1957). We will look into some of the ideological and theoretical problems that inevitably rise if one wants to use Bachelard's topoanalysis today I want to argue that these difficulties are far from insuperable and that an alternative approach to Bachelard's legacy is still possible and Worthwhile. If we consider Bachelard's exploration of the images of dwelling as a variant of what Jerome McGann coined "deformative criticism," Bachelard's project can still be used as a relevant methodological instrument for a critical analysis of the imaginary of interior spaces.									0	0	0	0	0	2041-9112		WOS:000334967200001		
J	Elliot, Esi Abbam; Cherian, Joseph; Casakin, Hernan								Cultural metaphors: Enhancing consumer pleasure in ethnic servicescapes								JOURNAL OF BUSINESS RESEARCH				66	8	SI		1004	1012		10.1016/j.jbusres.2011.12.024			AUG 2013	2013	This paper explores how cultural metaphors in ethnic servicescapes enhance consumer pleasure. To date, marketing researchers have mainly explored how consumers respond to ambient conditions, functional layout and signs/symbols within servicescapes. However, few studies are available on consumer pleasure in ethnic servicescapes or the use of cultural metaphors in servicescapes to enhance consumer pleasure. The study here extends extant literature by contributing an additional dimension of pleasure named "ethno-pleasure." This notion relates to consumer emotional responses to the cultural metaphors in the servicescapes associated with cultural self-construal. The three themes relating to ethno-pleasure include symbolic experience, imaginary experience, and reviving experience. Findings from this study have implications for assisting marketers in developing strategies for multi-cultural marketing. Published by Elsevier Inc.									0	0	0	0	0	0148-2963		WOS:000320221100008		
J	Bonomo, Mariana; Souza, Lídio de								Representações hegemônicas e polêmicas no contexto identitário rural	Hegemonic and polemic social representations in the context of rural identity [TC]	Representaciones sociales hegemónicas y polémicas en el contexto de identidad rural [TC]						Avances en Psicología Latinoamericana				31	2			402	418					2013-08	2013	The objective of this study is identifying the rural and the urban representations leading to an understanding of how members of the rural community see themselves in relation to the hegemonically urban social and symbolic structure. The data was collected through interviews with 200 members of a rural community, covering the following topics: reasons for exodus from/permanence in the territory, experience of prejudice, stereotypes attributed to rural group and in/out-group values. The results in terms of reasons for exodus from/permanence in the rural area revealed a predominance of life projects linked to the countryside. The classic stereotypes of hick, dumb, country bumpkins were identified as the social image linked to the rural dweller, elements that provoke strategic scenarios in conflict with the elaboration of defensive representations, where the in-group is associated to positive values and the city to negative values. The imaginary group is viewed as a force field where polemic representations are elaborated in answer to urban hegemony.	El objetivo de este estudio es conocer las representaciones de lo rural y lo urbano con el intento de comprender cómo miembros de una comunidad rural se posicionan frente a la estructura social y simbólica hegemónicamente urbana. Se obtuvo el conjunto de datos a través de entrevistas a 200 integrantes de una comunidad rural, contemplando los siguientes núcleos de información: motivaciones para éxodo/permanencia en el territorio, experiencia de prejuicios, estereotipos atribuidos al grupo rural, y valores endo/exo-grupales. Los resultados referentes a las motivaciones para el éxodo o permanencia en el campo revelaron el predominio del proyecto de vida vinculado a lo rural. Los clásicos estereotipos de roceiros, bobos y caipiras fueran identificados como la imagen social del hombre del campo, elementos que producen el escenario conflictivo estratégico a la elaboración de representaciones defensivas, siendo el endogrupo rural asociado a valores positivos, y la ciudad, a significados negativamente valorizados. Se discute el imaginario grupal como campo de fuerzas en el que se elaboran representaciones polémicas en respuesta a la hegemonía urbana.	O estudo objetivou conhecer as representações de rural e de cidade com o intuito de compreender como membros de uma comunidade rural posicionam-se frente à estrutura social e simbólica hegemonicamente urbana. O conjunto de dados foi obtido através de entrevistas com 200 integrantes de uma comunidade rural, contemplando os seguintes núcleos de informação: motivações para êxodo/permanência no território, experiência de preconceito, estereótipos atribuídos ao grupo rural e valores endo/exogrupais. Os resultados referentes às motivações para êxodo ou permanência no campo revelaram o predomínio do projeto de vida vinculado ao rural. Os clássicos estereótipos de roceiros, bobos e caipiras foram identificados como a imagem social do homem do campo, elementos que deflagram o cenário conflitual estratégico à elaboração de representações defensivas, sendo o endogrupo rural associado a valores positivos e a cidade a significados negativamente valorados. Discute-se o imaginário grupal como campo de forças no qual são elaboradas representações polêmicas em resposta à hegemonia urbana.							0	0	0	0	0	1794-4724		SCIELO:S1794-47242013000200008		
J	Wilkinson, Iain								The provocation of the humanitarian social imaginary								VISUAL COMMUNICATION				12	3	SI		261	276		10.1177/1470357213483061			AUG 2013	2013	This article reviews recent attempts to analyse the visibility that is brought to human suffering within social imaginaries' committed to humanitarian concerns. It questions the conventions of critique that operate to cast the humanitarian social imaginary as a negative development within our political culture. It is designed to encourage a more critically reflexive and historically informed approach to the work of critique. It also argues that it is possible to trace a tradition in which humanitarian campaigners operate with the aim of appropriating the critical reaction to their work as part of their political strategy. In this regard, campaigners are more concerned to provoke moral controversy than to fashion winning arguments'. Here the visualization of human suffering is valued more for its potential to generate value conflicts than for the extent to which it serves as an authentic or ideologically uncontaminated representation of social reality.									1	0	0	0	1	1470-3572		WOS:000321440200002		
J	Chouliaraki, Lilie								The humanity of war: iconic photojournalism of the battlefield, 1914-2012								VISUAL COMMUNICATION				12	3	SI		315	340		10.1177/1470357213484422			AUG 2013	2013	This article examines the changing ethics of war photojournalism. It provides a review of the major paradigms of war communication studies, propaganda and memory studies, to argue that, despite their contributions, neither focuses on historical change in the ethics of war. In the light of an analytical discussion of iconic images of the First World War and Second World War as well as the War on Terror in terms of how they portray the battlefield the article argues that there is a historical shift towards an increasingly explicit visualisation of war, which today tends to emphasise the emotional, rather than physical, impact of the battlefield upon both soldiers and civilians. This shift, it concludes, reflects the contemporary political context of humanitarian wars fought with a view to alleviating suffering, rather than wars fought over national sovereignty.									0	0	0	0	0	1470-3572		WOS:000321440200005		
J	Rohani, Darius A.; Henning, William S.; Thomsen, Carsten E.; Kjaer, Troels W.; Puthusserypady, S.; Sorensen, Helge B. D.								BCI using imaginary movements: The simulator								COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE				111	2			300	307		10.1016/j.cmpb.2013.04.008			AUG 2013	2013	Over the past two decades, much progress has been made in the rapidly evolving field of Brain Computer Interface (BCI). This paper presents a novel concept: a BCI-simulator, which has been developed for the Hex-O-Spell interface, using the sensory motor rhythms (SMR) paradigm. With the simulator, it is possible to evaluate how the model parameters such as error classifications, delay between classifications and success rate affect the communication rate. Another advantage of the simulator is that it allows us to study for more classes than most online BCI systems which are limited to only two classes. Results show that the BCI simulator is able to give a deeper understanding of the feedback systems. We also find that a 3-class system is more efficient than a 2-class system if it obtains a success rate of at least 55% of the 2-class system. (C) 2013 Elsevier Ireland Ltd. All rights reserved.									2	0	2	0	2	0169-2607		WOS:000321345400004	23706528	
J	Facchini, Francois								Economic freedom in Muslim countries: an explanation using the theory of institutional path dependency								EUROPEAN JOURNAL OF LAW AND ECONOMICS				36	1			139	167		10.1007/s10657-011-9250-y			AUG 2013	2013	This article explains the level of economic freedom in Muslim countries through the theory of institutional path dependency. Islamic countries are generally not free and they have a poor record regarding property rights. To explain these realities we use the institutional history of Muslim countries. We define three steps: the Arab and Ottoman Empires when Islamic law was of great importance, European colonisation, and the contemporary era with its movement towards a revival of Islam. Islamic law is not liberal. This explain why in general Muslim countries are not free. Colonisation radically changed institutional life in the twentieth century. British colonisation proved to be better than did French or Soviet colonisation. This explains why the Persian Gulf countries are freer. The collapse of the Soviet model explains the speed of liberalisation in former socialist countries (such as Albania, Kyrgyz Republic, and Kazakhstan). Nevertheless, the twentieth century was not just the century of Westernisation. It was also the century of the revival of Islam. The article concludes that the history of the twentieth century does not explain the way in which Muslim countries are attracted by the ideal of the Muslim city. The revival of Islamic intellectual innovations and the evolution of Muslim opinion sustain this thesis. Therefore, there is a dependency on the past and on an imagined future. Islam acts, like yesterday, on the world of institutional possibilities.									0	0	0	0	0	0929-1261		WOS:000321967700008		
