PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM	
J	Reis, Antonio de Souza						Chova, LG; Martinez, AL; Torres, IC		EDUCATION AND TECHNOLOGY								7TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2013)		INTED Proceedings						350	355					2013	2013	The scientific world in general, including the areas of legal, communications, political and social sciences, ecology and environment, and various other new issues, has undergone many changes due to globalization phenomenon.Globalization, a phenomenon that has no boundaries and which is realized with the expansionism of communications impregnated with information, scientific knowledge, and cultural innovations in real-time, causing changes, that in turn radically transform in imperative form the worldview and culture of social groups, that begin to realize, and have opportunities each day and broader possible to relate to different environments, events and references.It is revolutionary the speed with which this media universe expands and multiplies the culture, thought of as the set of beliefs, values and meanings that the man shares with his group, was forcibly changed by the advent of the media world, this society that took distant and different peoples to share a common imaginary, enabling a similarity of experiences and images having as final result a vertiginous process of cultural homogenization, which was one of the pillars of the beginning of the process of globalization.					7th International Technology, Education and Development Conference (INTED)	MAR 04-06, 2013		Valencia, SPAIN	0	0	0	0	0	2340-1079	978-84-616-2661-8	WOS:000346699800051		
J	Brito, M.; Lobato, K.; Nunes, P.; Serra, F.						Chova, LG; Martinez, AL; Torres, IC		TEACHING SUSTAINABLE ENERGY SYSTEMS - A CASE STUDY								7TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2013)		INTED Proceedings						4512	4519					2013	2013	A bottom-up methodology for the analysis of sustainable energy systems applied to a case study of an imaginary isolated island is developed for the purpose of introducing the most relevant concepts of energy systems. Model results and guidelines for in class discussion are illustrated with student results.					7th International Technology, Education and Development Conference (INTED)	MAR 04-06, 2013		Valencia, SPAIN	0	0	0	0	0	2340-1079	978-84-616-2661-8	WOS:000346699804071		
J	ElSamanoudy, Gamal Elsayed Ali						Chova, LG; Martinez, AL; Torres, IC		STUDENTS' IMAGINARY AND HAND-SKETCH AS PRIMARY TOOLS IN DESIGN PROCESS (INTERIOR DESIGN - OFFICES PROJECTS)								7TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2013)		INTED Proceedings						6641	6650					2013	2013	Many researches discuss the design field, creativity and invention within specialized international conferences in the arts, architecture, interior design and industrial design. This confirms the important role of design in our daily lives which meets a lot of our need to seek comfortable living ways.As researcher, I believe, that we cannot see any product used by humans without imagining in its design, function, colour, and its materials. Always we are looking for all and attracted by the shape, colour and material of everything we possess. We just request the items to be of high aesthetic value and, of course, after studying its efficiency in performance and durability.The deep point, in this research, is the weaknesses learning process in universities design courses. A clear explanation about the role of design in our practical field as goal that we are trying to achieve in our educational programs to prepare students for working life and labour market needs. As mentioned there are many research addresses the design as a career for professionals and many others dealing with curriculum design and teaching methods. From these researches, I concluded many integrated, compatible and common points, as many confuse no links or missing links in between the design process as profession and educating design to students. Research will focus on the undergraduates students within educational programs that rely on designs courses as its main objective and as the core courses recommended by all the committees of academic accreditation.Research Problem As Associate-Professor in the Department of Interior Design and through my practice in teaching interior design courses, I observed the repetition of the weaknesses in students' ability to imagine and understanding aesthetical forms and the lack of Hand-Sketch skills. Thus the research will emphasis on study to determine the causes of these weaknesses of imagination and the link with Hand-Sketch capabilities as tool to express the student imagination in design solutions to apply the appropriate functional program for success the Interior activity in interior design projects.Research Goal The research aims to takes advantage, analyse and link between researches in the same field to identify problems in teaching design that relate to all aspects of learning in order to find appropriate solutions. A close understanding of the studies will be taken into consideration, through which as a researcher, I can realize what is happening when learning design courses, physiologically and mentally when learning occurs. A confirmation of teaching methods and theories development, as the most important intermediary goal, to achieve learning in order to develop interior design curricula and improve the efficiency and skills of the student.Research Methodology The research shall pursuit the analytical method and a survey for a group of third year Interior Design students. A uniform office space has been given to the students with a free choice for the office activity, to leave the student freedom of creativity and imagination and hand-Sketch work to determine the initial idea for the appropriate design. The survey can extrapolate and analyse the weaknesses during the design stages of preparation, to reach conclusions and recommendations and the appropriate solutions to address students' weaknesses in imagine appropriate design through Hand-Sketch ideas presentations.					7th International Technology, Education and Development Conference (INTED)	MAR 04-06, 2013		Valencia, SPAIN	0	0	0	0	0	2340-1079	978-84-616-2661-8	WOS:000346699806092		
J	Harper, Mattie M.								American Indians and the American Imaginary: Cultural Representation across the Centuries.								AMERICAN INDIAN CULTURE AND RESEARCH JOURNAL				37	4			163	165					2013	2013										0	0	0	0	0	0161-6463		WOS:000346111300007		
J	Florensa, Clara								Breaking the silence: Palaeontology and evolution in La Vanguardia Espanola (1939-1975)								DYNAMIS				33	2			297	320					2013	2013	All traces of evolutionary theories had been removed from the Spanish public sphere during the late stages of the Civil War and early Francoism. Darwin's books were cleared from the shelves of libraries and bookshops and evolutionism was replaced by creationism in primary and higher education manuals. In the public sphere, there was a mixture of concepts concerning evolution that were borrowed from different evolutionary theories, some of them outdated. Talking about evolution in the press meant talking in a nineteenth-century manner about the ape origin of man, materialism and threat to the Catholic faith. In other words, evolution was something unpleasant and dangerous. In this context, certain Spanish palaeontologists went to considerable lengths to try and avoid all of this bad popular imaginary (linking it to Darwinism), and to rehabilitate evolutionism from a finalistic-theistic point of view, which fitted in well with the ideology of the Franco regime. This effort, which succeeded in bringing evolutionism back into the public sphere following a period of "evolutionary silence", was relegated to second place when a new period of regime openness came about. The more scientific jargon of genetics and Modern Synthesis, which was less conducive to origins and theological discussion, fitted in better with the aims of the new regime, thus changing public scientific authority from bones to genes. This paper highlights the ongoing process of the appropriation of evolutionary theory through the case study of the presence and treatment during Francoism of the theory of evolution in the Catalan newspaper La Vanguardia Espanola.									0	0	0	0	0	0211-9536		WOS:000209183400002		
J	Martin, William						Fiorentino, CC; Piscitelli, M		The End of Urban Exploitation and the Rise of the Urban Imaginary: Histories and Futures of Detroit, Michigan								HERITAGE, ARCHITECTURE, LANDESIGN: FOCUS ON CONSERVATION, REGENERATION, INNOVATION		Fabbrica della Conoscenza			39			208	217					2013	2013	Top-down urban development projects often perpetuate sociospatial injustice by focusing renewal in areas occupied by a region's most disenfranchised populations, most commonly urban minorities. Because these populations often lack sufficient political and economic power, they are left with little opportunity to democratically or otherwise oppose the impositions of the dominant urban regime. Legacy forms of urban development through public-private partnership fail to provide an equitable distribution of rights to imagine alternative urban futures even when lead by the most socially radical planners.[1] Such development is conversely complicit in ensuring and facilitating capitalist exploitation of city land. In this paper I will trace the multiple forms of this exploitation before exploring projective strategies for establishing a new urban imaginary as a productive alternatives to the existing paradigm. There exists an extensive body of analytical and critical literature concerning spatial issues of urban injustice and inequality through the lens of Marxist critique, geography, urban planning, architecture, and public policy. This literature focuses on cities as spaces of conflict. This work suggests the potential of interactive media practices to instrumentalized as a means of innovating operative spatial strategies that could enfranchise populations with capacities for self-directed planning that exist outside of both the reactionary activist paradigms of resistance and revolution, whose tools are outmoded. This argument is intended to present one of many potential modes that the paper hopes to inspire. In the first half of the paper, taking Detroit, MI as a paradigm case in a global context, I will trace historic hegemonic regimes of urban development through three phases that dominated Detroit's urban imaginary: (1) federal funded creative destruction (1949-1969), (2) globalization and entrepreneurial governance (1970-1989), (3) postmodern monopoly rents (1990-present). This history will reveal how the imposition of top-down urban imaginaries resulted in the exploitative and spatially unjust environment of Post-World War II Detroit. In the second half of the paper I will begin to theorize the potential of new forms for mediated spatial practices to empower disenfranchised urban populations with the capacity to lay claim to a more equitable future through the production of a radically new urban imaginary.					11th International Forum of Studies - The Paths of the Merchants	JUN 13-15, 2013	Seconda Univ Studi Napoli; Dipartimento Architettura & Disegno Industriale; Benecon Knowledge Network; Topcon; Unione Italiana Disegno; Forum UNESCO; United Nat Educ, Sci & Cultural Org, Commissione Nazionale Italiana; US Italy Fulbright Commiss Linking Minds Across Cultures	Aversa, ITALY	0	0	0	0	0		978-88-6542-290-8	WOS:000346374300021		
J	Waterman, Tim						Fiorentino, CC; Piscitelli, M		Making Belief: Tastemaking, the Public Imagination, and the Spaces of Everyday Life								HERITAGE, ARCHITECTURE, LANDESIGN: FOCUS ON CONSERVATION, REGENERATION, INNOVATION		Fabbrica della Conoscenza			39			1150	1157					2013	2013	Popular taste-makers have long exerted a profound influence on the practice of everyday life and on the built environment, and many landscapes we now see as particularly vernacular or local are actually the result of recent or contemporary media influence. Tastemaking events, home shows, for example, have had a powerful impact which lingered on in the public memory much longer than the products featured in them might have survived in people's homes. The influence of such personalities and events is usually concerned primarily in a strictly domestic sphere, proscribed by the limits of the kitchen, home, and garden.Cumulatively and collectively considered, however, the manipulation of popular tastes that may have been intended to sell products or improve domestic life has just as effectively determined the built form of neighbourhoods and cities. Further, urban form is shaped by the actions, tactics, and associations of everyday life as modified by shifts in taste and public belief. Collectively held ideals - in part beliefs constructed by tastemaking - facilitated by technological innovations can, in a contemporary environment, redefine how designers and communities work together to create built form. This paper will evaluate the place of make-believe and future landscape imaginaries in the creation and adaptation of suburbia.					11th International Forum of Studies - The Paths of the Merchants	JUN 13-15, 2013	Seconda Univ Studi Napoli; Dipartimento Architettura & Disegno Industriale; Benecon Knowledge Network; Topcon; Unione Italiana Disegno; Forum UNESCO; United Nat Educ, Sci & Cultural Org, Commissione Nazionale Italiana; US Italy Fulbright Commiss Linking Minds Across Cultures	Aversa, ITALY	0	0	0	0	0		978-88-6542-290-8	WOS:000346374300129		
J	de Oliveira, Ilca Vieira								"Between the clock na the map": Cecilia Meireles' trip in Spain								REVISTA DE LETRAS				53	1			139	157					JAN-JUN 2013	2013	The verses "Por fluidos paises passeio/com o passo da lua nas nuvens/ flutuante e longe" taken from the book Sonhos (Dreams) (1950-1963), by Cecilia Meireles (2001c), lead us to reflect on the theme 'trips' in the poems "Tres cancoes da Espanha" (Three songs of Spain) and "Pastoral VII", from Poemas de viagens (poems of trips) (MEIRELES, 2001a) and the chronic "Entre o relogio e o mapa" (Between the clock and the map) (MEIRELES, 1999b) and "Castilla la biennombrada" " (MEIRELES, 1999a) and "Quando o turista transforma em viajante" (When the tourist becomes a traveler) " (MEIRELES, 1999c) from Cronicas de viagens, 2 (Chronicles of trips, 2), watching the way the traveler's image is constructed from a conception of time and space. In this study there will also be a reading of the cities' images and places that the traveler poet recreatesfrom the moment she strolls in Spain in her real and imaginary trips. This study will be conducted based on thetheoretical propositions presented in the text Teoria da viagem (Theory of trip): geographic poem, by Michel Onfray (2009).									0	0	0	0	0	0101-3505		WOS:000346816900009		
J	Oeyen, Annelies								Urban Journeys Constructing Literary Space: An Analysis of "Cuando aparecen Aquellos" by Marcelo Cohen								RILCE-REVISTA DE FILOLOGIA HISPANICA				29	1			99	114					JAN-JUN 2013	2013	"Cuando aparecen Aquellos" is the narration of two friends walking across an imaginary and futuristic city. In this article we will examine how this journey sets the basis for the literary construction of urban space. First, we will analyze to what extent the text that results from this journey contains a dystopic representation of the physical, public and exterior city, a city we can compare to what Josefina Ludmer has called a "present territory". On a second level, we will see how, during his journey, the main character also constructs an interior, personal and mental city that he projects onto the dystopic city and in which resonates his lost personal past. Michel De Certeau's theories of "Marches dans la ville" will help us to identify the construction of the interior city as a technique of individual reappropriation of space, as a personal practice of resistance that allows the main characters to escape dystopic space.									0	0	0	0	0	0213-2370		WOS:000311767700006		
J	Benedetto, E.; Capriolo, M.; Feoli, A.; Tucci, D.								Some remarks about underused Loedel diagrams								EUROPEAN JOURNAL OF PHYSICS				34	1			67	74		10.1088/0143-0807/34/1/67			JAN 2013	2013	We emphasize that it can be didactically very useful for students to realize how a space-time diagram of an observer, moving with a constant velocity with respect to another observer, can be obtained easily by means of a standard matrix of rotation, without recourse to imaginary axes and angles. These diagrams were introduced for the first time by Loedel and their main advantage over Minkowski diagrams is that a scale factor is not necessary to convert the units of an observer to those of another observer. We show this well-known property of Loedel diagrams using a new geometric approach.									0	0	0	0	0	0143-0807		WOS:000312252500016		
J	Piedras, Pablo								From Recording to Intervention History and Documentary Filmmaking in Argentina								LATIN AMERICAN PERSPECTIVES				40	1			23	36		10.1177/0094582X12460488			JAN 2013	2013	The study of Argentine social and political documentaries from 1956 to 1974 allows one to trace the crisis and discrediting of democracy that began in 1930 and intensified after 1955 with the overthrow of Juan Domingo Peron. The documentaries show the decline of legitimacy of the opposing political forces, the radicalization of the political actors involved, and the configuration and affirmation of antagonistic social subjects. Toward the end of the 1960s, this process led to an imaginary of revolution and violence that energized documentary practices and forms.									0	0	0	0	0	0094-582X		WOS:000312009100002		
J	Lythgoe, Kenneth								Relocations: Queer Suburban Imaginaries								GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES				19	1			137	139		10.1215/10642684-1729608			2013	2013										1	0	0	0	1	1064-2684		WOS:000312475900010		
J	Wigger, J. Bradley; Paxson, Katrina; Ryan, Lacey								What Do Invisible Friends Know? Imaginary Companions, God, and Theory of Mind								INTERNATIONAL JOURNAL FOR THE PSYCHOLOGY OF RELIGION				23	1	SI		2	14		10.1080/10508619.2013.739059			JAN 1 2013	2013	Theory of mind (ToM) research has been carried out in relation to a variety of human and nonhuman agents such as parents, friends, God, Mayan forest spirits, and animals. The present study adds a new agent to the listthe imaginary/invisible friend. Three types of ToM tasks were administered to 36 children, ages 2 to 8, who had invisible friends at the time of the tasks: occluded picture, background knowledge, and surprising contents tasks. The knowledge attributed to imaginary companions was compared to the knowledge attributed to God, as well as to a human and to a dog. Results showed that younger children tended to attribute knowledge to all agents, including imaginary friends. Older children treated God differently from all other agents, but the invisible friend was also treated differently from the human and the dog. Implications regarding cognitive development and anthropomorphism are considered, as well as for the in-between character of invisible friends.									1	0	1	0	1	1050-8619		WOS:000312538700002		
J	Friedner, Michele; Osborne, Jamie								Audit Bodies: Embodied Participation, Disability Universalism, and Accessibility in India								ANTIPODE				45	1			43	60		10.1111/j.1467-8330.2012.00990.x			JAN 2013	2013	In this article we think critically about the role of the access audit in creating new forms of embodied participation, experiential and technical expertise, and imaginaries of what the modern Indian city should be. We analyze how disability activists make claims about the relationship between subjective bodily experiences and bodies of objective knowledge. We also explore the emergence of a professional access audit apparatus focused on technical standards. As neither volunteer nor professional access audits result in significant architectural or structural changes, we are interested in what other effects and affects these audits produce and what discursive authority claims of inaccessibility have. This article analyzes the practice of conducting access audits by lay and professional disability rights activists and organizations in urban India. We argue that access audits are overly focused and that they have limited impact. In overly focusing on physical and technical access, auditors miss the importance of programmatic and policy interventions as well as the need for a more collective contentious politics. Our research illustrates that the contested field of access auditing appears to prevent a unified disability coalition from forming. In addition, it is important for auditors to think critically about the concept of access and ask what social, economic, and political processes are embedded within the concept.									2	0	1	0	2	0066-4812		WOS:000312532300003		
